index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
5568,SELETAR HILLS ESTATE,JALAN JITONG,Semi-detached,999,28.0,OCR,Resale,1.0,2950000.0,-,3150.0,Land,-,937.0,Jan-2018
5569,THOMSON GARDEN ESTATE,JALAN RABU,Semi-detached,999,20.0,RCR,Resale,1.0,2950000.0,-,2362.0,Land,-,1249.0,Aug-2017
5570,LANDED HOUSING DEVELOPMENT,FLORENCE ROAD,Terrace,999,19.0,OCR,Resale,1.0,2950000.0,-,1827.0,Land,-,1615.0,Mar-2020
5571,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Semi-detached,999,20.0,OCR,Resale,1.0,2950000.0,-,2248.0,Land,-,1313.0,Oct-2019
5572,KINGSVILLE,KING'S DRIVE,Semi-detached,77,10.0,CCR,Resale,1.0,2950000.0,-,2422.0,Land,-,1218.0,Dec-2017
5573,LUXUS HILLS,SELETAR GREEN WALK,Terrace,857,28.0,OCR,Resale,1.0,2950000.0,-,1615.0,Land,-,1827.0,Jul-2019
5574,SELETAR HILLS ESTATE,JALAN KETUMBIT,Terrace,857,28.0,OCR,Resale,1.0,2950000.0,-,2160.0,Land,-,1366.0,Apr-2018
5575,LANDED HOUSING DEVELOPMENT,GOODLINK PARK,Semi-detached,999,27.0,OCR,Resale,1.0,2950000.0,-,3264.0,Land,-,904.0,Mar-2018
5576,LANDED HOUSING DEVELOPMENT,CEYLON ROAD,Terrace,999,15.0,RCR,Resale,1.0,2950000.0,-,1887.0,Land,-,1563.0,Nov-2020
5577,LANDED HOUSING DEVELOPMENT,MARTIA ROAD,Terrace,999,15.0,OCR,Resale,1.0,2950000.0,-,1620.0,Land,-,1821.0,Dec-2020
5578,GOLDEN HILL ESTATE,LI HWAN TERRACE,Terrace,999,19.0,OCR,Resale,1.0,2950000.0,-,1677.0,Land,-,1759.0,Feb-2021
5579,CHUAN TERRACE,CHUAN TERRACE,Terrace,999,19.0,OCR,Resale,1.0,2950000.0,-,2058.0,Land,-,1433.0,Sep-2019
5580,SELETAR GARDEN,CACTUS ROAD,Terrace,999,28.0,OCR,Resale,1.0,2950000.0,-,2102.0,Land,-,1403.0,Jun-2021
5581,EAST VIEW GARDEN,JALAN KUANG,Semi-detached,999,16.0,OCR,Resale,1.0,2950000.0,-,3843.0,Land,-,768.0,Nov-2016
5582,LANDED HOUSING DEVELOPMENT,CLOVER WAY,Terrace,999,20.0,RCR,Resale,1.0,2950000.0,-,2183.0,Land,-,1351.0,Jun-2019
5583,MERA GARDENS,ALMOND STREET,Detached,72,23.0,OCR,Resale,1.0,2950000.0,-,5993.0,Land,-,492.0,Nov-2019
5584,PAVILION PARK,PAVILION GROVE,Semi-detached,999,23.0,OCR,Resale,1.0,2950000.0,-,2153.0,Land,-,1370.0,Apr-2017
5585,WINDSOR PARK ESTATE,JUPITER ROAD,Terrace,999,20.0,RCR,Resale,1.0,2950000.0,-,1741.0,Land,-,1695.0,Sep-2019
5586,GRACE GARDEN,JALAN BAIDURI,Terrace,999,15.0,OCR,Resale,1.0,2950000.0,-,2210.0,Land,-,1335.0,Jul-2017
5587,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,Terrace,999,19.0,OCR,Resale,1.0,2950000.0,-,1626.0,Land,-,1814.0,May-2019
5588,LANDED HOUSING DEVELOPMENT,HAI SING ROAD,Terrace,854,19.0,OCR,Resale,1.0,2950000.0,-,3119.0,Land,-,946.0,Mar-2021
5589,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2948888.0,-,1679.0,Land,-,1756.0,Sep-2018
5590,THE SPRINGSIDE,SPRINGSIDE VIEW,Terrace,999,26.0,OCR,Resale,1.0,2948000.0,-,1957.0,Land,-,1506.0,May-2018
5591,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2948000.0,-,1679.0,Land,-,1756.0,Apr-2019
5592,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,Terrace,999,15.0,RCR,Resale,1.0,2948000.0,-,1562.0,Land,-,1887.0,Oct-2020
5593,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2948000.0,-,1679.0,Land,-,1756.0,Dec-2018
5594,THE SPRINGSIDE,SPRINGSIDE VIEW,Terrace,999,26.0,OCR,Resale,1.0,2946000.0,-,1961.0,Land,-,1502.0,Oct-2017
5595,GREEN PARK,JALAN LIMAU KASTURI,Terrace,856,16.0,OCR,Resale,1.0,2938000.0,-,3028.0,Land,-,970.0,Sep-2017
5596,LANDED HOUSING DEVELOPMENT,JALAN TARI PIRING,Terrace,857,28.0,OCR,Resale,1.0,2938000.0,-,1691.0,Land,-,1737.0,Jun-2019
5597,HIGHGATE,HIGHGATE CRESCENT,Terrace,999,21.0,RCR,Resale,1.0,2938000.0,-,1784.0,Land,-,1647.0,May-2018
5598,MERA TERRACE,SEAGULL WALK,Terrace,999,16.0,OCR,Resale,1.0,2938000.0,-,2342.0,Land,-,1254.0,Jun-2018
5599,CLEMENTI GREEN,CLEMENTI CRESCENT,Terrace,999,21.0,RCR,Resale,1.0,2938000.0,-,2779.0,Land,-,1057.0,May-2017
5600,LANDED HOUSING DEVELOPMENT,LORONG 1 REALTY PARK,Terrace,857,19.0,OCR,Resale,1.0,2938000.0,-,2398.0,Land,-,1225.0,Jul-2021
5601,ISLAND GARDENS,ISLAND GARDENS WALK,Terrace,999,20.0,RCR,Resale,1.0,2938000.0,-,1893.0,Land,-,1552.0,Dec-2017
5602,SELETAR HILLS ESTATE,KASAI ROAD,Terrace,999,28.0,OCR,Resale,1.0,2938000.0,-,1979.0,Land,-,1484.0,Jul-2021
5603,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,Semi-detached,933,19.0,OCR,Resale,1.0,2933000.0,-,2260.0,Land,-,1298.0,Nov-2017
5604,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2932000.0,-,1679.0,Land,-,1746.0,Mar-2019
5605,LANDED HOUSING DEVELOPMENT,FABER DRIVE,Terrace,999,5.0,OCR,Resale,1.0,2930000.0,-,2139.0,Land,-,1370.0,Apr-2017
5606,HAUS@SERANGOON GARDEN,SERANGOON GARDEN TERRACE,Terrace,89,19.0,OCR,Resale,1.0,2930000.0,-,2180.0,Land,-,1344.0,Jul-2021
5607,ST ANNE'S WOOD,ST. ANNE'S WOOD,Terrace,853,19.0,OCR,Resale,1.0,2930000.0,-,2153.0,Land,-,1361.0,Dec-2020
5608,HEETON CLASSIC,THONG SOON GREEN,Terrace,999,26.0,OCR,Resale,1.0,2930000.0,-,3207.0,Land,-,914.0,Feb-2018
5609,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,72,10.0,CCR,Resale,1.0,2930000.0,-,2774.0,Land,-,1056.0,May-2017
5610,LANDED HOUSING DEVELOPMENT,JALAN KECHOT,Terrace,999,14.0,OCR,Resale,1.0,2930000.0,-,2738.0,Land,-,1070.0,Dec-2017
5611,LANDED HOUSING DEVELOPMENT,JALAN DERMAWAN,Terrace,999,23.0,OCR,Resale,1.0,2930000.0,-,2240.0,Land,-,1308.0,Mar-2021
5612,SERANGOON GARDEN ESTATE,HYTHE ROAD,Terrace,933,19.0,OCR,Resale,1.0,2930000.0,-,2959.0,Land,-,990.0,May-2017
5613,THE SPRINGSIDE,SPRINGSIDE WALK,Terrace,999,26.0,OCR,Resale,1.0,2929000.0,-,1711.0,Land,-,1711.0,May-2021
5614,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2928000.0,-,1679.0,Land,-,1744.0,Mar-2019
5615,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2928000.0,-,1679.0,Land,-,1744.0,Oct-2019
5616,THE SPRINGSIDE,SPRINGSIDE VIEW,Terrace,999,26.0,OCR,Resale,1.0,2928000.0,-,1939.0,Land,-,1510.0,Nov-2017
5617,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2928000.0,-,1679.0,Land,-,1744.0,Mar-2019
5618,LANDED HOUSING DEVELOPMENT,HAPPY AVENUE NORTH,Terrace,999,13.0,RCR,Resale,1.0,2925000.0,-,2511.0,Land,-,1165.0,Oct-2020
5619,SELETAR HILLS ESTATE,NERAM ROAD,Terrace,857,28.0,OCR,Resale,1.0,2920000.0,-,3305.0,Land,-,884.0,May-2018
5620,LANDED HOUSING DEVELOPMENT,LORONG SIGLAP,Semi-detached,999,15.0,OCR,Resale,1.0,2920000.0,-,1961.0,Land,-,1489.0,Dec-2020
5621,LANDED HOUSING DEVELOPMENT,CLOVER WAY,Terrace,999,20.0,RCR,Resale,1.0,2920000.0,-,1696.0,Land,-,1721.0,Dec-2018
5622,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2920000.0,-,1990.0,Land,-,1467.0,Nov-2019
5623,SELETAR HILLS ESTATE,JALAN JARAK,Terrace,857,28.0,OCR,Resale,1.0,2920000.0,-,3257.0,Land,-,896.0,Jun-2017
5624,LANDED HOUSING DEVELOPMENT,JALAN SENANG,Terrace,999,14.0,OCR,Resale,1.0,2920000.0,-,2502.0,Land,-,1167.0,Jul-2017
5625,SEMBAWANG VILLAS,SEMBAWANG PLACE,Semi-detached,999,27.0,OCR,Resale,1.0,2920000.0,-,3609.0,Land,-,809.0,Aug-2020
5626,CACTUS GREEN,CACTUS CRESCENT,Semi-detached,999,28.0,OCR,Resale,1.0,2920000.0,-,3369.0,Land,-,867.0,Nov-2019
5627,STRATTON GREEN,STRATTON DRIVE,Terrace,999,28.0,OCR,Resale,1.0,2920000.0,-,2574.0,Land,-,1135.0,Nov-2020
5628,THE SPRINGSIDE,SPRINGSIDE LINK,Terrace,999,26.0,OCR,Resale,1.0,2918888.0,-,1847.0,Land,-,1580.0,Jun-2021
5629,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2918000.0,-,1679.0,Land,-,1738.0,Jan-2019
5630,SUMMER PLACE,SUMMER PLACE,Terrace,999,19.0,OCR,Resale,1.0,2918000.0,-,1637.0,Land,-,1782.0,Mar-2021
5631,ROMAN TERRACE,LORONG L TELOK KURAU,Terrace,999,15.0,OCR,Resale,1.0,2918000.0,-,1620.0,Land,-,1801.0,Oct-2017
5632,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2918000.0,-,1679.0,Land,-,1738.0,Sep-2018
5633,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2915650.0,-,2113.0,Land,-,1380.0,Oct-2017
5634,SERANGOON GARDEN ESTATE,HYTHE ROAD,Terrace,933,19.0,OCR,Resale,1.0,2910000.0,-,2156.0,Land,-,1350.0,Oct-2021
5635,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,Semi-detached,933,19.0,OCR,Resale,1.0,2910000.0,-,2800.0,Land,-,1039.0,Aug-2020
5636,LANDED HOUSING DEVELOPMENT,FABER GREEN,Terrace,999,5.0,OCR,Resale,1.0,2910000.0,-,2132.0,Land,-,1365.0,Jul-2018
5637,LANDED HOUSING DEVELOPMENT,ELIZABETH DRIVE,Terrace,999,23.0,OCR,Resale,1.0,2910000.0,-,3019.0,Land,-,964.0,Feb-2021
5638,WELLINGTON PARK,ELLINGTON SQUARE,Terrace,999,20.0,OCR,Resale,1.0,2910000.0,-,1862.0,Land,-,1563.0,Jul-2021
5639,SARACA GARDENS,SARACA VIEW,Terrace,999,28.0,OCR,Resale,1.0,2908989.0,-,2145.0,Land,-,1356.0,Sep-2021
5640,LANDED HOUSING DEVELOPMENT,JALAN TARI DULANG,Terrace,857,28.0,OCR,Resale,1.0,2908888.0,-,2668.0,Land,-,1090.0,Oct-2019
5641,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2908888.0,-,1679.0,Land,-,1732.0,Jul-2018
5642,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2908000.0,-,1679.0,Land,-,1732.0,Oct-2018
5643,KIMNAN PARK,LORONG KEMBANGAN,Terrace,999,14.0,OCR,Resale,1.0,2908000.0,-,2079.0,Land,-,1399.0,May-2018
5644,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2908000.0,-,1679.0,Land,-,1732.0,Jul-2019
5645,LANDED HOUSING DEVELOPMENT,KIM YAM ROAD,Terrace,75,9.0,CCR,Resale,1.0,2903800.0,-,1218.0,Land,-,2383.0,Jul-2019
5646,LUXUS HILLS,SELETAR GREEN WALK,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,1615.0,Land,-,1796.0,Sep-2019
5647,LANDED HOUSING DEVELOPMENT,JALAN REBANA,Semi-detached,999,20.0,RCR,Resale,1.0,2900000.0,-,2831.0,Land,-,1024.0,Aug-2017
5648,SEA BREEZE TERRACE,SEA BREEZE AVENUE,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,1861.0,Land,-,1558.0,Jul-2018
5649,CHENG SOON GARDEN,CHENG SOON GARDEN,Terrace,999,21.0,RCR,Resale,1.0,2900000.0,-,2016.0,Land,-,1438.0,Aug-2018
5650,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2900000.0,-,1711.0,Land,-,1694.0,Jun-2018
5651,LANDED HOUSING DEVELOPMENT,JALAN TANJONG,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,2506.0,Land,-,1157.0,Jan-2021
5652,LANDED HOUSING DEVELOPMENT,KEE CHOE AVENUE,Semi-detached,999,13.0,RCR,Resale,1.0,2900000.0,-,2795.0,Land,-,1037.0,May-2018
5653,MERA TERRACE,SEAGULL WALK,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,1615.0,Land,-,1796.0,May-2021
5654,YONG SENG ESTATE,JALAN PARAS,Terrace,999,14.0,OCR,Resale,1.0,2900000.0,-,1690.0,Land,-,1716.0,Jul-2019
5655,OPERA ESTATE,METROPOLE DRIVE,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1716.0,Land,-,1690.0,Sep-2017
5656,SELETAR HILLS ESTATE,JALAN JARAK,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,2560.0,Land,-,1133.0,Mar-2021
5657,SERANGOON GARDEN ESTATE,CHISELHURST GROVE,Terrace,934,19.0,OCR,Resale,1.0,2900000.0,-,1840.0,Land,-,1576.0,May-2018
5658,MERA TERRACE,SEAGULL WALK,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,1615.0,Land,-,1796.0,Jul-2021
5659,LANDED HOUSING DEVELOPMENT,EAST COAST ROAD,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,2514.0,Land,-,1153.0,Nov-2017
5660,GENTLE VILLAS,GENTLE DRIVE,Semi-detached,71,11.0,CCR,Resale,1.0,2900000.0,-,2230.0,Land,-,1300.0,Feb-2020
5661,LANDED HOUSING DEVELOPMENT,LIM AH PIN ROAD,Terrace,999,19.0,OCR,Resale,1.0,2900000.0,-,1956.0,Land,-,1483.0,Jul-2020
5662,WEST COAST GARDENS,WEST COAST TERRACE,Terrace,863,5.0,OCR,Resale,1.0,2900000.0,-,2915.0,Land,-,995.0,Jul-2017
5663,SENNETT ESTATE,BUTTERFLY AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2900000.0,-,2160.0,Land,-,1342.0,Jun-2019
5664,OPERA ESTATE,NORMA TERRACE,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,2507.0,Land,-,1157.0,Aug-2020
5665,WEST COAST GARDENS,WEST COAST PLACE,Terrace,863,5.0,OCR,Resale,1.0,2900000.0,-,2002.0,Land,-,1448.0,Oct-2018
5666,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2900000.0,-,1687.0,Land,-,1719.0,May-2019
5667,CASHEW VILLAS,CASHEW CRESCENT,Terrace,861,23.0,OCR,Resale,1.0,2900000.0,-,1938.0,Land,-,1497.0,Jan-2018
5668,LANDED HOUSING DEVELOPMENT,TRURO ROAD,Terrace,999,8.0,RCR,Resale,1.0,2900000.0,-,2300.0,Land,-,1261.0,Sep-2019
5669,ST PATRICK'S ROW,TELOK KURAU ROAD,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1788.0,Land,-,1622.0,Jun-2019
5670,WOODLANDS PARK,JALAN JENDELA,Semi-detached,999,25.0,OCR,Resale,1.0,2900000.0,-,3717.0,Land,-,780.0,Mar-2019
5671,MANDAI GARDEN,MENG SUAN ROAD,Terrace,862,26.0,OCR,Resale,1.0,2900000.0,-,2368.0,Land,-,1225.0,Nov-2020
5672,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2900000.0,-,1679.0,Land,-,1727.0,May-2019
5673,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,Terrace,999,15.0,RCR,Resale,1.0,2900000.0,-,2504.0,Land,-,1158.0,Nov-2020
5674,LANDED HOUSING DEVELOPMENT,SWANAGE ROAD,Terrace,999,15.0,RCR,Resale,1.0,2900000.0,-,1814.0,Land,-,1599.0,Sep-2020
5675,LA SUISSE,SWISS VIEW,Terrace,856,11.0,CCR,Resale,1.0,2900000.0,-,1873.0,Land,-,1548.0,Nov-2020
5676,LANDED HOUSING DEVELOPMENT,PEBBLE LANE,Terrace,999,15.0,RCR,Resale,1.0,2900000.0,-,1992.0,Land,-,1456.0,Feb-2019
5677,OASIS @ MULBERRY,LICHI AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2900000.0,-,1702.0,Land,-,1704.0,Feb-2021
5678,LANDED HOUSING DEVELOPMENT,JALAN ULU SIGLAP,Semi-detached,999,15.0,OCR,Resale,1.0,2900000.0,-,2147.0,Land,-,1350.0,Nov-2020
5679,CORAL PARK,PEMIMPIN TERRACE,Terrace,999,20.0,RCR,Resale,1.0,2900000.0,-,2582.0,Land,-,1123.0,Jun-2017
5680,PAVILION PARK,PAVILION CIRCLE,Semi-detached,999,23.0,OCR,Resale,1.0,2900000.0,-,2470.0,Land,-,1174.0,Dec-2019
5681,LANDED HOUSING DEVELOPMENT,SEA BREEZE ROAD,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,2147.0,Land,-,1350.0,Feb-2018
5682,CLOVER PARK,CLOVER RISE,Terrace,999,20.0,RCR,Resale,1.0,2900000.0,-,1802.0,Land,-,1609.0,Nov-2018
5683,LANDED HOUSING DEVELOPMENT,LORONG MARICAN,Terrace,999,14.0,OCR,Resale,1.0,2900000.0,-,1985.0,Land,-,1461.0,Jun-2018
5684,LANDED HOUSING DEVELOPMENT,LORONG PISANG ASAM,Terrace,999,21.0,RCR,Resale,1.0,2900000.0,-,1837.0,Land,-,1578.0,Oct-2018
5685,LANDED HOUSING DEVELOPMENT,JALAN INSAF,Semi-detached,86,20.0,RCR,Resale,1.0,2900000.0,-,3466.0,Land,-,837.0,Oct-2017
5686,LANDED HOUSING DEVELOPMENT,SENNETT ROAD,Terrace,999,16.0,OCR,Resale,1.0,2900000.0,-,1629.0,Land,-,1781.0,Nov-2017
5687,SERANGOON GARDEN ESTATE,KENSINGTON PARK ROAD,Terrace,932,19.0,OCR,Resale,1.0,2900000.0,-,2699.0,Land,-,1075.0,Apr-2018
5688,SERANGOON GARDEN ESTATE,CARISBROOKE GROVE,Terrace,934,19.0,OCR,Resale,1.0,2900000.0,-,1835.0,Land,-,1580.0,Apr-2017
5689,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2900000.0,-,1429.0,Land,-,2029.0,Mar-2020
5690,LANDED HOUSING DEVELOPMENT,JANSEN ROAD,Terrace,856,19.0,OCR,Resale,1.0,2900000.0,-,2171.0,Land,-,1336.0,Jan-2021
5691,SERANGOON PARK,JALAN RIANG,Terrace,999,13.0,OCR,Resale,1.0,2900000.0,-,2218.0,Land,-,1307.0,Jan-2021
5692,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2900000.0,-,1516.0,Land,-,1913.0,Jul-2021
5693,SERANGOON GARDEN ESTATE,LICHFIELD ROAD,Terrace,931,19.0,OCR,Resale,1.0,2900000.0,-,3033.0,Land,-,956.0,Apr-2018
5694,SEASIDE PARK,JALAN KERIS,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1877.0,Land,-,1545.0,Aug-2017
5695,LANDED HOUSING DEVELOPMENT,JALAN CHORAK,Terrace,999,19.0,OCR,Resale,1.0,2900000.0,-,2919.0,Land,-,993.0,Oct-2018
5696,LANDED HOUSING DEVELOPMENT,FOO KIM LIN ROAD,Terrace,999,14.0,OCR,Resale,1.0,2900000.0,-,2953.0,Land,-,982.0,Oct-2020
5697,LANDED HOUSING DEVELOPMENT,JALAN RABU,Terrace,999,20.0,RCR,Resale,1.0,2900000.0,-,3461.0,Land,-,838.0,Mar-2018
5698,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,999,21.0,RCR,Resale,1.0,2900000.0,-,1977.0,Land,-,1467.0,Sep-2021
5699,SELETAR HILLS ESTATE,JALAN LAKUM,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,2671.0,Land,-,1086.0,Dec-2018
5700,LANDED HOUSING DEVELOPMENT,JALAN KURNIA,Terrace,999,19.0,OCR,Resale,1.0,2900000.0,-,1661.0,Land,-,1746.0,Mar-2021
5701,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2900000.0,-,2331.0,Land,-,1244.0,Nov-2017
5702,LANDED HOUSING DEVELOPMENT,HAI SING ROAD,Terrace,854,19.0,OCR,Resale,1.0,2900000.0,-,2611.0,Land,-,1111.0,Dec-2020
5703,CATHAY GARDEN,KERIS DRIVE,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1642.0,Land,-,1767.0,Jun-2018
5704,LANDED HOUSING DEVELOPMENT,AH SOO GARDEN,Terrace,999,19.0,OCR,Resale,1.0,2900000.0,-,1688.0,Land,-,1718.0,Nov-2020
5705,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2900000.0,-,1885.0,Land,-,1539.0,Aug-2018
5706,REGENT VILLAS,JALAN LIM TAI SEE,Semi-detached,69,10.0,CCR,Resale,1.0,2900000.0,-,2431.0,Land,-,1193.0,Mar-2019
5707,LUXUS HILLS,LUXUS HILL AVENUE,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,1615.0,Land,-,1796.0,Aug-2018
5708,VILLAS SIX,PASIR PANJANG ROAD,Terrace,999,5.0,RCR,Resale,1.0,2900000.0,-,1818.0,Land,-,1595.0,Nov-2016
5709,OPERA ESTATE,TAMAN SIGLAP,Semi-detached,999,15.0,OCR,Resale,1.0,2900000.0,-,2389.0,Land,-,1214.0,Oct-2017
5710,VAUGHAN GARDEN,LORONG BIAWAK,Detached,999,13.0,OCR,Resale,1.0,2900000.0,-,3862.0,Land,-,751.0,Aug-2018
5711,SELETAR HILLS ESTATE,JALAN KETUMBIT,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,3241.0,Land,-,895.0,Mar-2021
5712,GOLDLEAF GARDENS,KURAU PLACE,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1615.0,Land,-,1796.0,Aug-2020
5713,SOO CHOW GARDEN,SOO CHOW RISE,Terrace,999,20.0,RCR,Resale,1.0,2900000.0,-,1849.0,Land,-,1568.0,Dec-2018
5714,THE MORNING DEW,JALAN TARI PAYONG,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,2168.0,Land,-,1338.0,Jun-2020
5715,LANDED HOUSING DEVELOPMENT,JALAN GIRANG,Terrace,999,13.0,OCR,Resale,1.0,2900000.0,-,3010.0,Land,-,964.0,Jan-2020
5716,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,Terrace,999,14.0,OCR,Resale,1.0,2900000.0,-,1771.0,Land,-,1638.0,Nov-2020
5717,FRANKEL ESTATE,SIGLAP PLAIN,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,2305.0,Land,-,1258.0,Dec-2020
5718,WINDSOR PARK ESTATE,CAPRICORN DRIVE,Terrace,999,20.0,RCR,Resale,1.0,2900000.0,-,2040.0,Land,-,1422.0,Dec-2020
5719,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Terrace,999,20.0,OCR,Resale,1.0,2900000.0,-,1501.0,Land,-,1933.0,May-2020
5720,LANDED HOUSING DEVELOPMENT,LORONG PISANG EMAS,Terrace,999,21.0,RCR,Resale,1.0,2900000.0,-,3148.0,Land,-,921.0,Nov-2018
5721,LANDED HOUSING DEVELOPMENT,LORONG 7 REALTY PARK,Terrace,854,19.0,OCR,Resale,1.0,2900000.0,-,2713.0,Land,-,1069.0,Aug-2021
5722,OPERA ESTATE,FIDELIO STREET,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,2735.0,Land,-,1060.0,Jan-2017
5723,PAVILION PARK,PAVILION STREET,Terrace,999,23.0,OCR,Resale,1.0,2900000.0,-,2153.0,Land,-,1347.0,Sep-2019
5724,SUNRISE VILLA,SUNRISE PLACE,Terrace,999,28.0,OCR,Resale,1.0,2900000.0,-,2594.0,Land,-,1118.0,Apr-2020
5725,SERANGOON GARDEN ESTATE,HYTHE ROAD,Terrace,932,19.0,OCR,Resale,1.0,2900000.0,-,2160.0,Land,-,1342.0,Nov-2020
5726,SELETAR HILLS ESTATE,JALAN JITONG,Semi-detached,999,28.0,OCR,Resale,1.0,2900000.0,-,3150.0,Land,-,921.0,Mar-2019
5727,LUXUS HILLS,SELETAR GREEN VIEW,Terrace,857,28.0,OCR,Resale,1.0,2900000.0,-,2164.0,Land,-,1340.0,Nov-2017
5728,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2900000.0,-,1679.0,Land,-,1727.0,Aug-2018
5729,SUNRISE VILLA,SUNRISE CLOSE,Terrace,999,28.0,OCR,Resale,1.0,2900000.0,-,1642.0,Land,-,1767.0,Aug-2021
5730,SELETAR HILLS ESTATE,JALAN LEKUB,Semi-detached,857,28.0,OCR,Resale,1.0,2900000.0,-,3283.0,Land,-,883.0,Sep-2018
5731,CATHAY GARDEN,KERIS DRIVE,Terrace,999,15.0,OCR,Resale,1.0,2900000.0,-,1642.0,Land,-,1767.0,Aug-2019
5732,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,Terrace,933,19.0,OCR,Resale,1.0,2900000.0,-,2814.0,Land,-,1031.0,Feb-2020
5733,PAVILION PARK,PAVILION STREET,Semi-detached,999,23.0,OCR,Resale,1.0,2900000.0,-,2153.0,Land,-,1347.0,Mar-2018
5734,LANDED HOUSING DEVELOPMENT,MING TECK PARK,Terrace,854,10.0,CCR,Resale,1.0,2900000.0,-,2207.0,Land,-,1314.0,Oct-2017
5735,LANDED HOUSING DEVELOPMENT,MERAGI CLOSE,Semi-detached,863,16.0,OCR,Resale,1.0,2900000.0,-,2993.0,Land,-,969.0,Jun-2017
5736,LANDED HOUSING DEVELOPMENT,ONAN ROAD,Terrace,999,15.0,RCR,Resale,1.0,2900000.0,-,1925.0,Land,-,1507.0,Jul-2021
5737,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2898888.0,-,1679.0,Land,-,1726.0,Oct-2018
5738,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2898000.0,-,1690.0,Land,-,1715.0,Jun-2018
