index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
2546,SEASIDE PARK,JALAN KERIS,Terrace,999,15.0,OCR,Resale,1.0,4280000.0,-,2764.0,Land,-,1548.0,May-2021
2547,SPRINGLEAF GARDEN,SPRINGLEAF AVENUE,Semi-detached,999,26.0,OCR,Resale,1.0,4280000.0,-,3619.0,Land,-,1183.0,Mar-2019
2548,THOMSON HILLS ESTATE,THOMSON GREEN,Semi-detached,999,20.0,OCR,Resale,1.0,4280000.0,-,3585.0,Land,-,1194.0,Aug-2020
2549,LANDED HOUSING DEVELOPMENT,AROOZOO AVENUE,Semi-detached,999,19.0,OCR,Resale,1.0,4280000.0,-,3602.0,Land,-,1188.0,Jan-2021
2550,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,91,10.0,CCR,New Sale,1.0,4280000.0,-,2669.0,Land,-,1603.0,Aug-2017
2551,LANDED HOUSING DEVELOPMENT,PAYA LEBAR CRESCENT,Semi-detached,999,19.0,OCR,Resale,1.0,4280000.0,-,4471.0,Land,-,957.0,Oct-2018
2552,MANDAI GARDEN,MENG SUAN ROAD,Semi-detached,862,26.0,OCR,Resale,1.0,4280000.0,-,4156.0,Land,-,1030.0,Sep-2021
2553,LANDED HOUSING DEVELOPMENT,JALAN PUNAI,Semi-detached,999,14.0,OCR,Resale,1.0,4265000.0,-,3856.0,Land,-,1106.0,Jan-2018
2554,HOLLAND GREEN,HOLLAND GREEN,Detached,73,10.0,CCR,Resale,1.0,4260000.0,-,4319.0,Land,-,986.0,Apr-2021
2555,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,91,10.0,CCR,New Sale,1.0,4258000.0,-,2282.0,Land,-,1866.0,Aug-2017
2556,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,91,10.0,CCR,New Sale,1.0,4250000.0,-,2478.0,Land,-,1715.0,May-2017
2557,LANDED HOUSING DEVELOPMENT,WAN THO AVENUE,Semi-detached,999,13.0,RCR,New Sale,1.0,4250000.0,-,2523.0,Land,-,1684.0,May-2018
2558,WESTVIEW GARDENS,JALAN MAS KUNING,Semi-detached,999,5.0,OCR,Resale,1.0,4250000.0,-,4968.0,Land,-,856.0,Dec-2018
2559,LANDED HOUSING DEVELOPMENT,LORONG G TELOK KURAU,Semi-detached,999,15.0,OCR,Resale,1.0,4250000.0,-,2972.0,Land,-,1430.0,Jun-2021
2560,SELETAR HILLS ESTATE,KASAI ROAD,Semi-detached,857,28.0,OCR,Resale,1.0,4250000.0,-,4408.0,Land,-,964.0,Sep-2020
2561,LANDED HOUSING DEVELOPMENT,LORONG MYDIN,Semi-detached,999,14.0,OCR,Resale,1.0,4250000.0,-,3829.0,Land,-,1110.0,Feb-2019
2562,LANDED HOUSING DEVELOPMENT,LICHI AVENUE,Semi-detached,999,13.0,RCR,Resale,1.0,4250000.0,-,5229.0,Land,-,813.0,Nov-2018
2563,LANDED HOUSING DEVELOPMENT,EVERGREEN AVENUE,Semi-detached,999,16.0,OCR,Resale,1.0,4250000.0,-,3632.0,Land,-,1170.0,Jan-2019
2564,CORONATION VILLAGE,CORONATION ROAD,Terrace,853,10.0,CCR,Resale,1.0,4250000.0,-,2537.0,Land,-,1675.0,May-2017
2565,SERANGOON GARDEN ESTATE,BLANDFORD DRIVE,Semi-detached,933,19.0,OCR,Resale,1.0,4250000.0,-,2800.0,Land,-,1518.0,Jan-2020
2566,LANDED HOUSING DEVELOPMENT,JALAN LYE KWEE,Detached,999,19.0,OCR,Resale,1.0,4250000.0,-,4011.0,Land,-,1060.0,Dec-2020
2567,SERANGOON GARDEN ESTATE,FARLEIGH AVENUE,Semi-detached,932,19.0,OCR,Resale,1.0,4250000.0,-,4231.0,Land,-,1004.0,Apr-2018
2568,OPERA ESTATE,FIDELIO STREET,Terrace,999,15.0,OCR,Resale,1.0,4250000.0,-,2918.0,Land,-,1456.0,Apr-2021
2569,BAN GUAN PARK,HOLLAND ROAD,Semi-detached,999,10.0,CCR,Resale,1.0,4250000.0,-,2364.0,Land,-,1798.0,May-2017
2570,HOCK SWEE HILL,BEGONIA ROAD,Semi-detached,999,28.0,OCR,Resale,1.0,4250000.0,-,4607.0,Land,-,923.0,Apr-2018
2571,CAMELIA PARK,TAMARIND ROAD,Semi-detached,999,28.0,OCR,Resale,1.0,4250000.0,-,4555.0,Land,-,933.0,Oct-2019
2572,LANDED HOUSING DEVELOPMENT,ANGSANA AVENUE,Terrace,999,13.0,RCR,Resale,1.0,4250000.0,-,2548.0,Land,-,1668.0,Jul-2021
2573,BURGHLEY DRIVE,BURGHLEY DRIVE,Terrace,999,19.0,OCR,New Sale,1.0,4250000.0,-,2336.0,Land,-,1820.0,Mar-2021
2574,COASTAL VILLAS,UPPER EAST COAST ROAD,Semi-detached,999,16.0,OCR,Resale,1.0,4250000.0,-,4114.0,Land,-,1033.0,Aug-2021
2575,ADELPHI PARK ESTATE,GARDENIA ROAD,Semi-detached,999,20.0,RCR,Resale,1.0,4250000.0,-,2414.0,Land,-,1760.0,Dec-2020
2576,LANDED HOUSING DEVELOPMENT,BEDOK WALK,Semi-detached,999,16.0,OCR,Resale,1.0,4250000.0,-,4055.0,Land,-,1048.0,May-2019
2577,KISMIS RESIDENCES,UPPER TOH TUCK TERRACE,Terrace,999,21.0,RCR,New Sale,1.0,4250000.0,-,1615.0,Land,-,2632.0,Nov-2017
2578,SERANGOON GARDEN ESTATE,YORK PLACE,Semi-detached,932,19.0,OCR,Resale,1.0,4250000.0,-,3203.0,Land,-,1327.0,Jul-2017
2579,CORAL PARK,JALAN PEMIMPIN,Semi-detached,999,20.0,RCR,Resale,1.0,4250000.0,-,3639.0,Land,-,1168.0,Apr-2020
